gene_id	gene_symbol	synonyms	ensembl_gene_id 	uniprot	hg19_chromosome
22868	FASTKD2	COXPD44|KIAA0971	ENSG00000118246	Q9NYY8	chr2
8799	PEX11B	PEX11-BETA|PEX14B	ENSG00000131779	O96011	chr1
25880	TMEM186	C16orf51	ENSG00000184857	Q96B77	chr16
80119	PIF1	C15orf20|PIF	ENSG00000140451	Q9H611	chr15
2168	FABP1	FABPL|L-FABP	ENSG00000163586	P07148	chr2
215	ABCD1	ABC42|ALD|ALDP|AMN	ENSG00000101986	P33897	chrX
11212	PLPBP	EPVB6D|PROSC	ENSG00000147471	O94903	chr8
1622	DBI	ACBD1|ACBP|CCK-RP|EP	ENSG00000155368	P07108	chr2
87178	PNPT1	COXPD13|DFNB70|OLD35|PNPASE|old-35	ENSG00000138035	Q8TCS8	chr2
116447	TOP1MT	-	ENSG00000184428	Q969P6	chr8
246243	RNASEH1	H1RNA|PEOB2|RNH1	ENSG00000171865	O60930	chr2
10350	ABCA9	EST640918	ENSG00000154258	Q8IUA7	chr17
6342	SCP2	NLTP|NSL-TP|SCP-2|SCP-CHI|SCP-X|SCPX	ENSG00000116171	P22307	chr1
51559	NT5DC3	TU12B1-TY|TU12B1TY	ENSG00000111696	Q86UY8	chr12
100272147	CMC4	C6.1B|MTCP1|MTCP1B|MTCP1NB|p8|p8MTCP1	ENSG00000182712	P56277	chrX
3945	LDHB	HEL-S-281|LDH-B|LDH-H|LDHBD|TRG-5	ENSG00000111716	P07195	chr12
54059	YBEY	C21orf57	ENSG00000182362	P58557	chr21
3094	HINT1	HINT|NMAN|PKCI-1|PRKCNH1	ENSG00000169567	P49773	chr5
79594	MUL1	C1orf166|GIDE|MAPL|MULAN|RNF218	ENSG00000090432	Q969V5	chr1
7084	TK2	MTDPS2|MTTK|PEOB3|SCA31	ENSG00000166548	O00142	chr16
79814	AGMAT	-	ENSG00000116771	Q9BSE5	chr1
129607	CMPK2	NDK|TMPK2|TYKi|UMP-CMPK2	ENSG00000134326	Q5EBM0	chr2
637	BID	FP497	ENSG00000015475	P55957	chr22
402	ARL2	ARFL2	ENSG00000213465	P36404	chr11
55333	SYNJ2BP	ARIP2|OMP25	ENSG00000213463	P57105	chr14
56947	MFF	C2orf33|EMPF2|GL004	ENSG00000168958	Q9GZY8	chr2
51181	DCXR	DCR|HCR2|HCRII|KIDCR|P34H|PNTSU|SDR20C1|XR	ENSG00000169738	Q7Z4W1	chr17
53343	NUDT9	NUDT10	ENSG00000170502	Q9BW91	chr4
23600	AMACR	AMACRD|CBAS4|P504S|RACE|RM	ENSG00000242110	Q9UHK6	chr5
55187	VPS13D	SCAR4	ENSG00000048707	Q5THJ4	chr1
11162	NUDT6	ASFGF2|FGF-AS|FGF2AS|GFG-1|GFG1	ENSG00000170917	P53370	chr4
55101	DMAC2	ATP5SL	ENSG00000105341	Q9NW81	chr19
29960	MRM2	FJH1|FTSJ2|HEL97|MTDPS17|RRMJ2	ENSG00000122687	Q9UI43	chr7
578	BAK1	BAK|BAK-LIKE|BCL2L7|CDN1	ENSG00000030110	Q16611	chr6
1723	DHODH	DHOdehase|POADS|URA1	ENSG00000102967	Q02127	chr16
4129	MAOB	-	ENSG00000069535	P27338	chrX
4259	MGST3	GST-III	ENSG00000143198	O14880	chr1
51205	ACP6	ACPL1|LPAP|PACPL1	ENSG00000162836	Q9NPH0	chr1
51642	MRPL48	CGI-118|HSPC290|L48MT|MRP-L48	ENSG00000175581	Q96GC5	chr11
189	AGXT	AGT|AGT1|AGXT1|PH1|SPAT|SPT|TLH6	ENSG00000172482	P21549	chr2
1727	CYB5R3	B5R|DIA1	ENSG00000100243	P00387	chr22
55794	DDX28	MDDX28	ENSG00000182810	Q9NUL7	chr16
25953	PNKD	BRP17|DYT8|FKSG19|FPD1|KIPP1184|MR-1|MR-1S|MR1|PDC|PKND1|PNKD1|R1|TAHCCP2	ENSG00000127838	Q8N490	chr2
286097	MICU3	EFHA2	ENSG00000155970	Q86XE3	chr8
664	BNIP3	NIP3	ENSG00000176171	Q12983	chr10
345778	MTX3	-	ENSG00000177034	Q5HYI7	chr5
4595	MUTYH	MYH	ENSG00000132781	Q9UIF7	chr1
8225	GTPBP6	PGPL	ENSG00000178605	O43824	chrX
1583	CYP11A1	CYP11A|CYPXIA1|P450SCC	ENSG00000140459|ENSG00000288362	P05108	chr15
54940	OCIAD1	ASRIJ|OCIA|TPA018	ENSG00000109180	Q9NX40	chr4
79828	METTL8	TIP	ENSG00000123600	Q9H825	chr2
389203	SMIM20	C4orf52|MITRAC7|PNX	ENSG00000250317	Q8N5G0	chr4
84881	RPUSD4	-	ENSG00000165526	Q96CM3	chr11
57150	SMIM8	C6orf162|dJ102H19.2	ENSG00000111850	Q96KF7	chr6
10201	NME6	IPIA-ALPHA|NDK 6|NM23-H6	ENSG00000172113	O75414	chr3
23770	FKBP8	FKBP38|FKBPr38	ENSG00000105701	Q14318	chr19
341392	ACSM4	-	ENSG00000215009	P0C7M7	chr12
79671	NLRX1	CLR11.3|DLNB26|NOD26|NOD5|NOD9	ENSG00000160703	Q86UT6	chr11
55572	FOXRED1	FP634|H17|MC1DN19	ENSG00000110074	Q96CU9	chr11
64216	TFB2M	Hkp1|mtTFB2	ENSG00000162851	Q9H5Q4	chr1
152926	PPM1K	BDP|MSUDMV|PP2Ckappa|PP2Cm|PTMP|UG0882E07	ENSG00000163644	Q8N3J5	chr4
517	ATP5MC2	ATP5A|ATP5G2	ENSG00000135390	Q06055	chr12
4535	MT-ND1	MTND1	ENSG00000198888	P03886	chrM
6901	TAZ	BTHS|CMD3A|EFE|EFE2|G4.5|LVNCX|Taz1	ENSG00000102125	Q16635	chrX
253827	MSRB3	DFNB74	ENSG00000174099	Q8IXL7	chr12
26027	ACOT11	BFIT|STARD14|THEA|THEM1	ENSG00000162390	Q8WXI4	chr1
55335	NIPSNAP3B	FP944|NIPSNAP3|SNAP1	ENSG00000165028	Q9BS92	chr9
4913	NTHL1	FAP3|NTH1|OCTS3|hNTH1	ENSG00000065057	P78549	chr16
54708	MARCHF5	MARCH-V|MARCH5|MITOL|RNF153	ENSG00000198060	Q9NX47	chr10
119559	SFXN4	BCRM1|COXPD18|SLC56A4	ENSG00000183605	Q6P4A7	chr10
57570	TRMT5	COXPD26|KIAA1393|TRM5	ENSG00000126814	Q32P41	chr14
293	SLC25A6	AAC3|ANT|ANT 2|ANT 3|ANT3|ANT3Y	ENSG00000169100	P12236	chrX
147407	SLC25A52	MCART2	ENSG00000141437	Q3SY17	chr18
4968	OGG1	HMMH|HOGG1|MUTM|OGH1	ENSG00000114026	O15527	chr3
730249	ACOD1	CAD|IRG1	ENSG00000102794	A6NK06	chr13
81890	QTRT1	FP3235|TGT|TGUT	ENSG00000213339	Q9BXR0	chr19
84883	AIFM2	AMID|FSP1|PRG3	ENSG00000042286	Q9BRQ8	chr10
7001	PRDX2	HEL-S-2a|NKEF-B|NKEFB|PRP|PRX2|PRXII|PTX1|TDPX1|TPX1|TSA	ENSG00000167815	P32119	chr19
26235	FBXL4	FBL4|FBL5|MTDPS13	ENSG00000112234	Q9UKA2	chr6
57678	GPAM	GPAT|GPAT1	ENSG00000119927	Q9HCL2	chr10
27109	DMAC2L	ATP5S|ATPW|FB|HSU79253	ENSG00000125375	Q99766	chr14
55177	RMDN3	FAM82A2|FAM82C|RMD-3|RMD3|ptpip51	ENSG00000137824	Q96TC7	chr15
84293	PRXL2A	Adrx|C10orf58|FAM213A|PAMM	ENSG00000122378	Q9BRX8	chr10
84833	ATP5MD	DAPIT|HCVFTP2|MC5DN6|USMG5|bA792D24.4	ENSG00000173915	Q96IX5	chr10
100303755	PET117	CSRP2BP	ENSG00000232838	Q6UWS5	chr20
4128	MAOA	BRNRS|MAO-A	ENSG00000189221	P21397	chrX
145853	C15orf61	-	ENSG00000189227	A6NNL5	chr15
10721	POLQ	PRO0327	ENSG00000051341	O75417	chr3
83875	BCO2	B-DIOX-II|BCDO2	ENSG00000197580	Q9BYV7	chr11
3429	IFI27	FAM14D|ISG12|ISG12A|P27	ENSG00000165949|ENSG00000275214	P40305	chr14
1429	CRYZ	-	ENSG00000116791	Q08257	chr1
5831	PYCR1	ARCL2B|ARCL3B|P5C|P5CR|PIG45|PP222|PRO3|PYCR	ENSG00000183010	P32322	chr17
55217	TMLHE	AUTSX6|BBOX2|TMLD|TMLH|TMLHED|XAP130	ENSG00000185973	Q9NVH6	chrX
9804	TOMM20	MAS20|MOM19|TOM20	ENSG00000173726	Q15388	chr1
79693	YRDC	DRIP3|IRIP|SUA5	ENSG00000196449	Q86U90	chr1
65260	COA7	C1orf163|RESA1|SCAN3|SELRC1	ENSG00000162377	Q96BR5	chr1
10202	DHRS2	HEP27|SDR25C1	ENSG00000100867	Q13268	chr14
166785	MMAA	cblA	ENSG00000151611	Q8IVH4	chr4
54471	MIEF1	AltMIEF1|HSU79252|MID51|MIEF1-MP|SMCR7L|dJ1104E15.3	ENSG00000100335	Q9NQG6	chr22
84419	C15orf48	COXFA4L3|FOAP-11|MIR147BHG|NMES1	ENSG00000166920	Q9C002	chr15
3980	LIG3	LIG2|LIG3alpha	ENSG00000005156	P49916	chr17
665	BNIP3L	BNIP3a|NIX	ENSG00000104765	O60238	chr8
60493	FASTKD5	dJ1187M17.5	ENSG00000215251	Q7L8L6	chr20
11315	PARK7	DJ-1|DJ1|GATD2|HEL-S-67p	ENSG00000116288	Q99497	chr1
55744	COA1	C7orf44|MITRAC15	ENSG00000106603	Q9GZY4	chr7
170712	COX7B2	-	ENSG00000170516	Q8TF08	chr4
4539	MT-ND4L	MTND4L	ENSG00000212907	P03901	chrM
23409	SIRT4	SIR2L4	ENSG00000089163	Q9Y6E7	chr12
84300	UQCC2	C6orf125|C6orf126|Cbp6|M19|MC3DN7|MNF1|bA6B20.2	ENSG00000137288	Q9BRT2	chr6
84749	USP30	-	ENSG00000135093	Q70CQ3	chr12
201626	PDE12	2'-PDE|2-PDE	ENSG00000174840	Q6L8Q7	chr3
4832	NME3	DR-nm23|NDPK-C|NDPKC|NM23-H3|NM23H3|c371H6.2	ENSG00000103024	Q13232	chr16
22907	DHX30	DDX30|NEDMIAL|RETCOR	ENSG00000132153	Q7L2E3	chr3
10922	FASTK	FAST	ENSG00000164896	Q14296	chr7
196074	METTL15	METT5D1	ENSG00000169519	A6NJ78	chr11
1591	CYP24A1	CP24|CYP24|HCAI|HCINF1|P450-CC24	ENSG00000019186	Q07973	chr20
25819	NOCT	CCR4L|CCRN4L|Ccr4c|NOC	ENSG00000151014	Q9UK39	chr4
80025	PANK2	C20orf48|HARP|HSS|NBIA1|PKAN	ENSG00000125779	Q9BZ23	chr20
763	CA5A	CA5|CA5AD|CAV|CAVA|GS1-21A4.1	ENSG00000174990	P35218	chr16
64943	NT5DC2	-	ENSG00000168268	Q9H857	chr3
83858	ATAD3B	AAA-TOB3|TOB3	ENSG00000160072	Q5T9A4	chr1
26995	TRUB2	CLONE24922	ENSG00000167112	O95900	chr9
5566	PRKACA	PKACA|PPNAD4	ENSG00000072062|ENSG00000288516	P17612	chr19
118881	COMTD1	-	ENSG00000165644	Q86VU5	chr10
126129	CPT1C	CATL1|CPT1-B|CPT1P|CPTI-B|CPTIC|SPG73	ENSG00000169169	Q8TCG5	chr19
285315	C3orf33	AC3-33	ENSG00000174928	Q6P1S2	chr3
84895	MIGA2	C9orf54|FAM73B	ENSG00000148343	Q7L4E1	chr9
27044	SND1	TDRD11|Tudor-SN|p100	ENSG00000197157	Q7KZF4	chr7
2747	GLUD2	GDH2|GLUDP1	ENSG00000182890|ENSG00000288118	P49448	chrX
84842	HPDL	4-HPPD-L|GLOXD1	ENSG00000186603	Q96IR7	chr1
90806	ANGEL2	Ccr4d|KIAA0759L	ENSG00000174606	Q5VTE6	chr1
65990	ANTKMT	ANT-KMT|C16orf24|FAM173A	ENSG00000103254	Q9BQD7	chr16
790955	UQCC3	C11orf83|CCDS41658.1|MC3DN9|UNQ655	ENSG00000204922	Q6UW78	chr11
10549	PRDX4	AOE37-2|AOE372|HEL-S-97n|PRX-4	ENSG00000123131	Q13162	chrX
51654	CDK5RAP1	C20orf34|C42|CGI-05|HSPC167	ENSG00000101391	Q96SZ6	chr20
10606	PAICS	ADE2|ADE2H1|AIRC|PAIS	ENSG00000128050	P22234	chr4
84709	MGARP	C4orf49|CESP-1|HUMMR|OSAP	ENSG00000137463	Q8TDB4	chr4
81932	HDHD3	2810435D12Rik|C9orf158	ENSG00000119431	Q9BSH5	chr9
1585	CYP11B2	ALDOS|CPN2|CYP11B|CYP11BL|CYPXIB2|P-450C18|P450C18|P450aldo	ENSG00000179142	P19099	chr8
56895	AGPAT4	1-AGPAT4|LPAAT-delta|dJ473J16.2	ENSG00000026652	Q9NRZ5	chr6
81554	RCC1L	WBSCR16	ENSG00000274523	Q96I51	chr7
222234	FAM185A	-	ENSG00000222011	Q8N0U4	chr7
5366	PMAIP1	APR|NOXA	ENSG00000141682	Q13794	chr18
11022	TDRKH	TDRD2	ENSG00000182134	Q9Y2W6	chr1
80024	SLC8B1	NCKX6|NCLX|SLC24A6	ENSG00000089060	Q6J4K2	chr12
1594	CYP27B1	CP2B|CYP1|CYP1alpha|CYP27B|P450c1|PDDR|VDD1|VDDR|VDDRI|VDR	ENSG00000111012	O15528	chr12
11232	POLG2	HP55|MTDPS16|MTPOLB|PEOA4|POLB|POLG-BETA|POLGB	ENSG00000256525	Q9UHN1	chr17
284486	THEM5	ACOT15	ENSG00000196407	Q8N1Q8	chr1
638	BIK	BIP1|BP4|NBK	ENSG00000100290	Q13323	chr22
7978	MTERF1	MTERF	ENSG00000127989	Q99551	chr7
113115	MTFR2	DUFD1|FAM54A	ENSG00000146410	Q6P444	chr6
2879	GPX4	GPx-4|GSHPx-4|MCSP|PHGPx|SMDS|snGPx|snPHGPx	ENSG00000167468	P36969	chr19
387990	TOMM20L	UNQ9438	ENSG00000196860	Q6UXN7	chr14
1312	COMT	HEL-S-98n	ENSG00000093010	P21964	chr22
60314	MYG1	C12orf10|Gamm1|MST024|MSTP024|MYG	ENSG00000139637	Q86UA3	chr12
64847	SPATA20	HEL-S-98|SSP411|Tisp78	ENSG00000006282	Q8TB22	chr17
64064	OXCT2	FKSG25|SCOTT	ENSG00000198754	Q9BYC2	chr1
133957	CCDC127	-	ENSG00000164366	Q96BQ5	chr5
1407	CRY1	DSPD|PHLL1	ENSG00000008405	Q16526	chr12
348158	ACSM2B	ACSM2|HXMA|HYST1046	ENSG00000066813	Q68CK6	chr16
80179	MYO19	MYOHD1	ENSG00000278259|ENSG00000278372	Q96H55	chr17
92667	MGME1	C20orf72|DDK1|MTDPS11|bA504H3.4	ENSG00000125871	Q9BQP7	chr20
5414	SEPTIN4	ARTS|BRADEION|C17orf47|CE5B3|H5|MART|PNUTL2|SEP4|SEPT4|hCDCREL-2|hucep-7	ENSG00000108387	O43236	chr17
80303	EFHD1	MST133|MSTP133|PP3051|SWS2	ENSG00000115468	Q9BUP0	chr2
55969	RAB5IF	C20orf24|PNAS-11|RCAF1|RIP5	ENSG00000101084	Q9BUV8	chr20
328	APEX1	APE|APE1|APEN|APEX|APX|HAP1|REF1	ENSG00000100823	P27695	chr14
9517	SPTLC2	HSN1C|LCB2|LCB2A|NSAN1C|SPT2|hLCB2a	ENSG00000100596	O15270	chr14
90871	DMAC1	C9orf123|TMEM261	ENSG00000137038	Q96GE9	chr9
134145	ATPSCKMT	FAM173B|JS-2|hFAM173B	ENSG00000150756	Q6P4H8	chr5
129807	NEU4	-	ENSG00000204099|ENSG00000277926	Q8WWR8	chr2
842	CASP9	APAF-3|APAF3|ICE-LAP6|MCH6|PPP1R56	ENSG00000132906	P55211	chr1
55750	AGK	CATC5|CTRCT38|MTDPS10|MULK	ENSG00000006530|ENSG00000262327	Q53H12	chr7
4170	MCL1	BCL2L3|EAT|MCL1-ES|MCL1L|MCL1S|Mcl-1|TM|bcl2-L-3|mcl1/EAT	ENSG00000143384	Q07820	chr1
54920	DUS2	DUS2L|SMM1|URLC8	ENSG00000167264	Q9NX74	chr16
201164	PLD6	ZUC	ENSG00000179598	Q8N2A8	chr17
10953	TOMM34	HTOM34P|TOM34|URCC3	ENSG00000025772	Q15785	chr20
9692	PRORP	KIAA0391|MRPP3	ENSG00000100890	O15091	chr14
57048	PLSCR3	-	ENSG00000187838|ENSG00000284009	Q9NRY6	chr17
1159	CKMT1B	CKMT|CKMT1|UMTCK	ENSG00000237289	0	chr15
4707	NDUFB1	CI-MNLL|CI-SGDH|MNLL	ENSG00000183648	O75438	chr14
100526740	ATP5MF-PTCD1	ATP5J2-PTCD1	ENSG00000248919	B4DJ38	chr7
841	CASP8	ALPS2B|CAP4|Casp-8|FLICE|MACH|MCH5	ENSG00000064012	Q14790	chr2
598	BCL2L1	BCL-XL/S|BCL2L|BCLX|Bcl-X|PPP1R52	ENSG00000171552	Q07817	chr20
55218	EXD2	C14orf114|EXDL2	ENSG00000081177	Q9NVH0	chr14
83787	ARMC10	PNAS-112|PNAS112|PSEC0198|SVH	ENSG00000170632|ENSG00000282813	Q8N2F6	chr7
125170	MIEF2	MID49|SMCR7	ENSG00000177427|ENSG00000284495	Q96C03	chr17
54974	THG1L	ICF45|IHG-1|IHG1|SCAR28|THG1|hTHG1	ENSG00000113272	Q9NWX6	chr5
64083	GOLPH3	GOPP1|GPP34|MIDAS|Vps74	ENSG00000113384	Q9H4A6	chr5
9581	PREPL	CMS22	ENSG00000138078	Q4J6C6	chr2
79072	FASTKD3	-	ENSG00000124279	Q14CZ7	chr5
84902	CEP89	CCDC123|CEP123	ENSG00000121289	Q96ST8	chr19
150763	GPAT2	CT123	ENSG00000186281	Q6NUI2	chr2
4077	NBR1	1A1-3B|IAI3B|M17S2|MIG19	ENSG00000188554	Q14596	chr17
666	BOK	BCL2L9|BOKL	ENSG00000176720	Q9UMX3	chr2
60681	FKBP10	BRKS1|FKBP65|OI11|OI6|PPIASE|hFKBP65	ENSG00000141756	Q96AY3	chr17
133383	SETD9	C5orf35	ENSG00000155542	Q8NE22	chr5
1584	CYP11B1	CPN1|CYP11B|FHI|P450C11	ENSG00000160882	P15538	chr8
751071	CSKMT	CS-KMT|METTL12|U99HG	ENSG00000214756	A8MUP2	chr11
374986	MIGA1	FAM73A	ENSG00000180488	Q8NAN2	chr1
22934	RPIA	RPI|RPIAD	ENSG00000153574	P49247	chr2
27113	BBC3	JFY-1|JFY1|PUMA	ENSG00000105327	Q96PG8	chr19
572	BAD	BBC2|BCL2L8	ENSG00000002330	Q92934	chr11
596	BCL2	Bcl-2|PPP1R50	ENSG00000171791	P10415	chr18
597	BCL2A1	ACC-1|ACC-2|ACC1|ACC2|BCL2L5|BFL1|GRS|HBPA1	ENSG00000140379	Q16548	chr15
599	BCL2L2	BCL-W|BCL2-L-2|BCLW|PPP1R51	ENSG00000129473	Q92843	chr14
836	CASP3	CPP32|CPP32B|SCA-1	ENSG00000164305	P42574	chr4
1760	DMPK	DM|DM1|DM1PK|DMK|MDPK|MT-PK	ENSG00000104936	Q09013	chr19
1763	DNA2	DNA2L|hDNA2	ENSG00000138346	P51530	chr10
4541	MT-ND6	MTND6	ENSG00000198695	P03923	chrM
5071	PRKN	AR-JP|LPRS2|PARK2|PDJ	ENSG00000185345	O60260	chr6
8846	ALKBH1	ABH|ABH1|ALKBH|alkB|hABH	ENSG00000100601	Q13686	chr14
9463	PICK1	PICK|PRKCABP	ENSG00000100151	Q9NRD5	chr22
10017	BCL2L10	BCL-B|Boo|Diva|bcl2-L-10	ENSG00000137875	Q9HD36	chr15
11216	AKAP10	AKAP-10|D-AKAP-2|D-AKAP2|PRKA10	ENSG00000108599	O43572	chr17
51657	STYXL1	DUSP24|MK-STYX|MKSTYX	ENSG00000127952	Q9Y6J8	chr7
54888	NSUN2	MISU|MRT5|SAKI|TRM4	ENSG00000037474	Q08J23	chr5
55811	ADCY10	HCA2|HEL-S-7a|SAC|SACI|Sacy|hsAC	ENSG00000143199	Q96PN6	chr1
56848	SPHK2	SK 2|SK-2|SPK 2|SPK-2	ENSG00000063176	Q9NRA0	chr19
63899	NSUN3	MST077|MSTP077	ENSG00000178694	Q9H649	chr3
140886	PABPC5	PABP5	ENSG00000174740	Q96DU9	chrX
167681	PRSS35	C6orf158|dJ223E3.1	ENSG00000146250	Q8N3Z0	chr6
201973	PRIMPOL	CCDC111|MYP22|Primpol1	ENSG00000164306	Q96LW4	chr4
84947	SERAC1	-	ENSG00000122335	Q96JX3	chr6
55014	STX17	-	ENSG00000136874	P56962	chr9
55006	TRMT61B	-	ENSG00000171103	Q9BVS5	chr2
5138	PDE2A	CGS-PDE|PDE2A1|PED2A4|cGSPDE	ENSG00000186642	O00408	chr11
55848	PLGRKT	AD025|C9orf46|MDS030|PLG-RKT|Plg-R(KT)	ENSG00000107020	Q9HBL7	chr9
254013	ETFBKMT	C12orf72|ETFB-KMT|METTL20	ENSG00000139160	Q8IXQ9	chr12
79680	RTL10	BOP|C22orf29	ENSG00000215012	Q7L3V2	chr22
10018	BCL2L11	BAM|BIM|BOD	ENSG00000153094	O43521	chr2
56907	SPIRE1	Spir-1	ENSG00000134278	Q08AE8	chr18
205327	C2orf69	-	ENSG00000178074	Q8N8R5	chr2
9823	ARMCX2	ALEX2|GASP9	ENSG00000184867	Q7L311	chrX
51309	ARMCX1	ALEX1|GASP7	ENSG00000126947	Q9P291	chrX
5423	POLB	-	ENSG00000070501	P06746	chr8
9342	SNAP29	CEDNIK|SNAP-29	ENSG00000099940	O95721	chr22
51566	ARMCX3	ALEX3|GASP6|dJ545K15.2	ENSG00000102401	Q9UH62	chrX
54470	ARMCX6	GASP10	ENSG00000198960	Q7L4S7	chrX
64863	METTL4	HsT661	ENSG00000101574	Q8N3J2	chr18
80309	SPHKAP	SKIP	ENSG00000153820	Q2M3C7	chr2
339983	NAT8L	CML3|NACED|NAT8-LIKE	ENSG00000185818	Q8N9F0	chr4
401250	MCCD1	-	ENSG00000204511|ENSG00000206447|ENSG00000225228|ENSG00000226841|ENSG00000226923|ENSG00000228662|ENSG00000231975|ENSG00000238238	P59942	chr6
